3.000000000000000000e+01 6.211643965543771628e-01 4.086574965289661021e-01
3.100000000000000000e+01 6.145771549763594521e-01 4.102274871298244863e-01
3.200000000000000000e+01 6.083635019986104453e-01 4.119267155017171667e-01
3.300000000000000000e+01 6.025110209338890854e-01 4.136879641030515864e-01
3.400000000000000000e+01 5.970079925791651476e-01 4.154647631304604904e-01
3.500000000000000000e+01 5.918512971275049495e-01 4.172087338353906438e-01
3.600000000000000000e+01 5.870315136562567204e-01 4.188849532178470225e-01
3.700000000000000000e+01 5.825422864763822872e-01 4.204675677631582453e-01
3.800000000000000000e+01 5.783687109578750096e-01 4.219511039555072784e-01
3.900000000000000000e+01 5.744972036536637461e-01 4.233303607574531169e-01
4.000000000000000000e+01 5.709166954329703003e-01 4.245927669107913971e-01
4.100000000000000000e+01 5.676185200518375495e-01 4.257555689130510523e-01
4.200000000000000000e+01 5.645656342549045803e-01 4.268142533089433477e-01
4.300000000000000000e+01 5.617485755992674967e-01 4.277807655079023941e-01
4.400000000000000000e+01 5.591475933215406258e-01 4.286518554602350428e-01
4.500000000000000000e+01 5.567380603788478766e-01 4.294512575226170914e-01
4.600000000000000000e+01 5.545002962953731185e-01 4.301629912640367315e-01
4.700000000000000000e+01 5.524184609294024995e-01 4.308075415236609085e-01
4.800000000000000000e+01 5.504750780073663918e-01 4.313881014074598119e-01
4.900000000000000000e+01 5.486542046364775160e-01 4.319046687866960332e-01
5.000000000000000000e+01 5.469421847446938045e-01 4.323632993868419261e-01
5.100000000000000000e+01 5.453297038238815730e-01 4.327696332974093063e-01
5.200000000000000000e+01 5.438073251889363746e-01 4.331222490540572734e-01
5.300000000000000000e+01 5.423627223572111689e-01 4.334279165736266703e-01
5.400000000000000000e+01 5.409963252386660315e-01 4.336883015930652618e-01
5.500000000000000000e+01 5.396948929665086325e-01 4.339048825204372406e-01
5.600000000000000000e+01 5.384576524756994331e-01 4.340849571994372935e-01
5.700000000000000000e+01 5.372818151563478750e-01 4.342273654682295425e-01
5.800000000000000000e+01 5.361562267316912767e-01 4.343303191874708369e-01
5.900000000000000000e+01 5.350795870899673901e-01 4.344007532511438563e-01
6.000000000000000000e+01 5.340522705992043484e-01 4.344412205474717514e-01
6.100000000000000000e+01 5.330664950206482899e-01 4.344476807330335810e-01
6.200000000000000000e+01 5.321168863129059901e-01 4.344264566898345947e-01
6.300000000000000000e+01 5.312074409375782125e-01 4.343759885856083303e-01
6.400000000000000000e+01 5.303235031433359836e-01 4.343032443097659678e-01
6.500000000000000000e+01 5.294672016889307997e-01 4.342023400323731797e-01
6.600000000000000000e+01 5.286388158983754693e-01 4.340840636619499593e-01
6.700000000000000000e+01 5.278277269899263047e-01 4.339402328644479945e-01
6.800000000000000000e+01 5.270411121437064139e-01 4.337851995868342025e-01
6.900000000000000000e+01 5.262620384455658495e-01 4.336197865860803025e-01
7.000000000000000000e+01 5.254968599756466574e-01 4.334358131246907608e-01
7.100000000000000000e+01 5.247423275668552378e-01 4.332528630537645919e-01
7.200000000000000000e+01 5.239957430567301344e-01 4.330534583755901723e-01
7.300000000000000000e+01 5.232558017742121592e-01 4.328612041260515020e-01
7.400000000000000000e+01 5.225203986719861859e-01 4.326708487101963430e-01
7.500000000000000000e+01 5.217843379427904438e-01 4.324874649090426071e-01
7.600000000000000000e+01 5.210502046752480965e-01 4.323085950953619583e-01
7.700000000000000000e+01 5.203143102207832271e-01 4.321491643786430359e-01
7.800000000000000000e+01 5.195783731637675373e-01 4.320111221500805287e-01
7.900000000000000000e+01 5.188352438622132468e-01 4.318876016352857783e-01
8.000000000000000000e+01 5.180890350197842054e-01 4.317981739129339025e-01
8.100000000000000000e+01 5.173373978054769395e-01 4.317399428359099955e-01
8.200000000000000000e+01 5.165783657562315057e-01 4.317269075129713252e-01
8.300000000000000000e+01 5.158083193848597148e-01 4.317571802863052755e-01
8.400000000000000000e+01 5.150237564462258888e-01 4.318436219223907857e-01
8.500000000000000000e+01 5.142291698596181959e-01 4.319909635399069026e-01
8.600000000000000000e+01 5.134124983048877766e-01 4.322130637509482010e-01
8.700000000000000000e+01 5.125719344061963056e-01 4.325209627194063766e-01
8.800000000000000000e+01 5.117001332575910055e-01 4.329233079084328084e-01
8.900000000000000000e+01 5.107828609939133457e-01 4.334303225789751246e-01
9.000000000000000000e+01 5.098054308432438120e-01 4.340584544198853867e-01
9.100000000000000000e+01 5.087482811945847061e-01 4.348166042140552134e-01
9.200000000000000000e+01 5.075818527477622411e-01 4.356967210769653320e-01
9.300000000000000000e+01 5.062621703743843682e-01 4.366868446980203822e-01
9.400000000000000000e+01 5.047296549842030799e-01 4.377679580024310679e-01
9.500000000000000000e+01 5.029273863628986874e-01 4.388698648129190638e-01
9.600000000000000000e+01 5.007917669108792325e-01 4.399153015443256765e-01
9.700000000000000000e+01 4.983213001378317131e-01 4.408322758972644806e-01
9.800000000000000000e+01 4.955605124082467228e-01 4.415892469031469925e-01
9.900000000000000000e+01 4.926409742961368465e-01 4.422123261860438914e-01
