-1.016654205322265625e+01 -1.178076839447021484e+01
1.477798652648925781e+01 1.008539104461669922e+01
-1.036343288421630859e+01 -1.160998058319091797e+01
-1.048042964935302734e+01 -1.184533214569091797e+01
-9.545811653137207031e+00 -1.155311775207519531e+01
-1.052663707733154297e+01 -1.160696411132812500e+01
-1.001553535461425781e+01 -1.129255676269531250e+01
-9.509404182434082031e+00 -1.150372219085693359e+01
-1.066933155059814453e+01 -1.160972881317138672e+01
-4.145069599151611328e+00 -7.112786293029785156e+00
-7.230931758880615234e+00 -9.432468414306640625e+00
-1.066374015808105469e+01 -1.161080741882324219e+01
-1.082573604583740234e+01 -1.158741950988769531e+01
-1.082279872894287109e+01 -1.158431529998779297e+01
-1.097002506256103516e+01 -1.184525775909423828e+01
-1.134585666656494141e+01 -1.131028366088867188e+01
-1.099384689331054688e+01 -1.158391475677490234e+01
-1.082998752593994141e+01 -1.177776908874511719e+01
-1.114902400970458984e+01 -1.184530544281005859e+01
-1.103178024291992188e+01 -1.160858631134033203e+01
-1.134217071533203125e+01 -1.184464359283447266e+01
-1.120464229583740234e+01 -1.160896682739257812e+01
-1.120187568664550781e+01 -1.160906505584716797e+01
8.040921211242675781e+00 8.157072067260742188e+00
-1.135436153411865234e+01 -1.161044406890869141e+01
-1.136054229736328125e+01 -1.160969161987304688e+01
-1.136322784423828125e+01 -1.160941886901855469e+01
-1.150872421264648438e+01 -1.184480667114257812e+01
-1.086089038848876953e+01 -1.165767860412597656e+01
-1.033439159393310547e+01 -1.152860164642333984e+01
-1.151716709136962891e+01 -1.160991573333740234e+01
-1.166559123992919922e+01 -1.184510612487792969e+01
-1.167164611816406250e+01 -1.160943222045898438e+01
-3.016521692276000977e+00 -6.037585735321044922e+00
-1.163568878173828125e+01 -1.157808017730712891e+01
-9.497637748718261719e+00 -1.062285423278808594e+01
-1.197163963317871094e+01 -1.184504890441894531e+01
-1.179936408996582031e+01 -1.180066776275634766e+01
-7.722826957702636719e+00 -9.365416526794433594e+00
-1.180860614776611328e+01 -1.161008262634277344e+01
-1.124894428253173828e+01 -1.163018417358398438e+01
-1.197452068328857422e+01 -1.160764312744140625e+01
-1.210861015319824219e+01 -1.184529972076416016e+01
-1.197199440002441406e+01 -1.160770606994628906e+01
-6.645504951477050781e+00 -8.306162834167480469e+00
-6.848500251770019531e+00 -8.703476905822753906e+00
-1.205951786041259766e+01 -1.161001014709472656e+01
-1.223947525024414062e+01 -1.184468364715576172e+01
-1.106836223602294922e+01 -1.155311775207519531e+01
-1.147535610198974609e+01 -1.164934349060058594e+01
-1.234883594512939453e+01 -1.184486103057861328e+01
-1.231564617156982422e+01 -1.184470462799072266e+01
-1.231624984741210938e+01 -1.160502052307128906e+01
-1.202325916290283203e+01 -1.154404067993164062e+01
-1.243193340301513672e+01 -1.184533691406250000e+01
-1.157644653320312500e+01 -1.165767860412597656e+01
-1.247536087036132812e+01 -1.184500789642333984e+01
-1.235068035125732422e+01 -1.160862636566162109e+01
-1.250700855255126953e+01 -1.184501743316650391e+01
-1.183767795562744141e+01 -1.170862102508544922e+01
-1.237727737426757812e+01 -1.160948371887207031e+01
-1.160015678405761719e+01 -1.156704616546630859e+01
-1.252808284759521484e+01 -1.184529876708984375e+01
-1.241136550903320312e+01 -1.160528564453125000e+01
-1.223406314849853516e+01 -1.178201007843017578e+01
-1.257967948913574219e+01 -1.184384822845458984e+01
-9.530656814575195312e+00 -1.032561302185058594e+01
-1.165202331542968750e+01 -1.164080715179443359e+01
-1.239474582672119141e+01 -1.161007308959960938e+01
-1.257223987579345703e+01 -1.184499835968017578e+01
-1.240704822540283203e+01 -1.160915279388427734e+01
-1.123033237457275391e+01 -1.150939846038818359e+01
-5.326851844787597656e+00 1.861310005187988281e+00
-1.240012836456298828e+01 -1.160893630981445312e+01
-4.161396026611328125e+00 -6.738595962524414062e+00
-1.256311988830566406e+01 -1.184495067596435547e+01
-1.156057739257812500e+01 -1.164815139770507812e+01
-1.211662101745605469e+01 -1.178469467163085938e+01
-1.230231571197509766e+01 -1.160657215118408203e+01
