0.000000000000000000e+00 1.512342424339191194e+00 2.351155018028414201e+00
1.000000000000000000e+00 1.482317392590742022e+00 2.305847655724646117e+00
2.000000000000000000e+00 1.436711144621671821e+00 2.191807443195444627e+00
3.000000000000000000e+00 1.292067153574128602e+00 1.880532629234643593e+00
4.000000000000000000e+00 9.801368490248415499e-01 1.286644063441733099e+00
5.000000000000000000e+00 5.977326617390067431e-01 7.235522091984497584e-01
6.000000000000000000e+00 3.805727859929579071e-01 4.953540960586160224e-01
7.000000000000000000e+00 2.952839849030904351e-01 4.067677133268491896e-01
8.000000000000000000e+00 2.500733476046602122e-01 3.490804137394140638e-01
9.000000000000000000e+00 2.143374510091075880e-01 3.031360639374215959e-01
1.000000000000000000e+01 1.843516030186350130e-01 2.648933397897538788e-01
1.100000000000000000e+01 1.606086943665640254e-01 2.337882748755420181e-01
1.200000000000000000e+01 1.420424709782852069e-01 2.089714436163314926e-01
1.300000000000000000e+01 1.273257352496010297e-01 1.885626612034642935e-01
1.400000000000000000e+01 1.152521053992689032e-01 1.712128289064872577e-01
1.500000000000000000e+01 1.050597382402279900e-01 1.561361935949782676e-01
1.600000000000000000e+01 9.629877862397696886e-02 1.428755472859305486e-01
1.700000000000000000e+01 8.869602609741009114e-02 1.311567930525287251e-01
1.800000000000000000e+01 8.208303156193151595e-02 1.208234464735225416e-01
1.900000000000000000e+01 7.635786189175720884e-02 1.117981530118340033e-01
2.000000000000000000e+01 7.145131718856156944e-02 1.040274225258777663e-01
2.100000000000000000e+01 6.729314386197630948e-02 9.742697597061884818e-02
2.200000000000000000e+01 6.379509918568247728e-02 9.186840879665011950e-02
2.300000000000000000e+01 6.085604310421006968e-02 8.719929665247617978e-02
2.400000000000000000e+01 5.837485275854619599e-02 8.326671723989491347e-02
2.500000000000000000e+01 5.625989551709342784e-02 7.993172319087496480e-02
2.600000000000000000e+01 5.443331225307253968e-02 7.707528713409192433e-02
2.700000000000000000e+01 5.283180565088312769e-02 7.459950648479350688e-02
2.800000000000000000e+01 5.140564489660973818e-02 7.242622418705124687e-02
2.900000000000000000e+01 5.011666760431491424e-02 7.049414161372399845e-02
3.000000000000000000e+01 4.893617680638497058e-02 6.875601242940596047e-02
3.100000000000000000e+01 4.784278050124241705e-02 6.717548248872227956e-02
3.200000000000000000e+01 4.682056143809790877e-02 6.572467432703282819e-02
3.300000000000000000e+01 4.585757418676390113e-02 6.438198868035550915e-02
3.400000000000000000e+01 4.494473439824143296e-02 6.313060642195265915e-02
3.500000000000000000e+01 4.407500719448848026e-02 6.195709896697187274e-02
3.600000000000000000e+01 4.324267600535015854e-02 6.085070271007016196e-02
3.700000000000000000e+01 4.244308426373991777e-02 5.980248788211450089e-02
3.800000000000000000e+01 4.167227489441133192e-02 5.880506465582448217e-02
3.900000000000000000e+01 4.092687445784826822e-02 5.785216066681761471e-02
4.000000000000000000e+01 4.020393018128861490e-02 5.693837677426707988e-02
4.100000000000000000e+01 3.950089628616371140e-02 5.605912073521176348e-02
4.200000000000000000e+01 3.881562704475714776e-02 5.521039900740264128e-02
4.300000000000000000e+01 3.814635284231081280e-02 5.438885574067520851e-02
4.400000000000000000e+01 3.749172598229157105e-02 5.359157586431061160e-02
4.500000000000000000e+01 3.685089157709039304e-02 5.281617536323939682e-02
4.600000000000000000e+01 3.622343721917838794e-02 5.206071292657080823e-02
4.700000000000000000e+01 3.560950493938702666e-02 5.132364862791340132e-02
4.800000000000000000e+01 3.500969216656184962e-02 5.060375723476433912e-02
4.900000000000000000e+01 3.442500677981966822e-02 4.990014832507565223e-02
5.000000000000000000e+01 3.385674107128406468e-02 4.921230406790968320e-02
5.100000000000000000e+01 3.330640579161114195e-02 4.854014658910846269e-02
5.200000000000000000e+01 3.277550173066149514e-02 4.788395890201103955e-02
5.300000000000000000e+01 3.226544152695170337e-02 4.724452128412816310e-02
5.400000000000000000e+01 3.177737216756234412e-02 4.662289601745411155e-02
5.500000000000000000e+01 3.131208119897089387e-02 4.602026422075778528e-02
5.600000000000000000e+01 3.086987342764330178e-02 4.543779082333105485e-02
5.700000000000000000e+01 3.045054456756031772e-02 4.487637143151416985e-02
5.800000000000000000e+01 3.005336439324835657e-02 4.433646275813789978e-02
5.900000000000000000e+01 2.967715821024169420e-02 4.381800855132986922e-02
6.000000000000000000e+01 2.932041831234181647e-02 4.332050140328990578e-02
6.100000000000000000e+01 2.898141747875819171e-02 4.284296320803164526e-02
6.200000000000000000e+01 2.865834848747024835e-02 4.238411478626756546e-02
6.300000000000000000e+01 2.834942288374930897e-02 4.194247492379889197e-02
6.400000000000000000e+01 2.805294350689715652e-02 4.151645522671974786e-02
6.500000000000000000e+01 2.776733525923110943e-02 4.110446990882472840e-02
6.600000000000000000e+01 2.749121790151614481e-02 4.070501973481685520e-02
6.700000000000000000e+01 2.722335212097335214e-02 4.031669845419282722e-02
6.800000000000000000e+01 2.696266996141051878e-02 3.993823069831291261e-02
6.900000000000000000e+01 2.670827018038247208e-02 3.956852139482348180e-02
7.000000000000000000e+01 2.645934337387498628e-02 3.920658149468169568e-02
7.100000000000000000e+01 2.621524106541617966e-02 3.885156862438812059e-02
7.200000000000000000e+01 2.597539312916402610e-02 3.850280125760849326e-02
7.300000000000000000e+01 2.573931890600393221e-02 3.815967106220306132e-02
7.400000000000000000e+01 2.550660745738502627e-02 3.782166790623347347e-02
7.500000000000000000e+01 2.527691570916346803e-02 3.748838969117957581e-02
7.600000000000000000e+01 2.504994673912312383e-02 3.715949407062559690e-02
7.700000000000000000e+01 2.482544478383558184e-02 3.683470658380834373e-02
7.800000000000000000e+01 2.460320023919490215e-02 3.651378751217807667e-02
