Displaced_A15 19555.83673343
Displaced_BCC 14936.30695604
Displaced_FCC 35328.55472526
Elastic_BCC 167.82949382
Elastic_FCC 48164.06111735
GSF_110 1622.66371655
GSF_112 2068.82470282
Liquid 42922.21663904
Surface 2309.39391492
Volume_A15 132937.09562538
Volume_BCC 271469.12210307
Volume_FCC 304200.45818679

virial error (mean of absolute values) 68338.56511326
