Group,Weighting,Subsystem,ncount,mae,rmae,rmse,rrmse,ssr,rsq
*ALL,CVTest_Unweight,Combined,0,,,,,0.0,
*ALL,CVTest_Unweight,Energy,0,,,,,0.0,
*ALL,CVTest_Unweight,Forces,0,,,,,0.0,
*ALL,CVTest_Unweight,Stress,0,,,,,0.0,
*ALL,CVTrain_Unweight,Combined,15213,49754.37633631624,0.5117413842573635,2509798.6442169715,3.9584851924157203,9.582804452465155e+16,-14.669605018574519
*ALL,CVTrain_Unweight,Energy,363,0.00023849656933612066,0.00012684179009110795,0.0005401946354312018,0.00010841617355529551,0.00010592711862595958,0.9999999882459333
*ALL,CVTrain_Unweight,Forces,12672,0.015850031740139627,0.02820823980014455,0.026992740598151373,0.020189012569047034,9.23292114622846,0.9995924037714868
*ALL,CVTrain_Unweight,Stress,2178,347526.6879091839,0.5122620016754582,6633112.68527951,4.269743932955789,9.582804452465155e+16,-17.230713253012773
*ALL,Unweighted,Combined,15213,49754.37633631624,0.5117413842573635,2509798.6442169715,3.9584851924157203,9.582804452465155e+16,-14.669605018574519
*ALL,Unweighted,Energy,363,0.00023849656933612066,0.00012684179009110795,0.0005401946354312018,0.00010841617355529551,0.00010592711862595958,0.9999999882459333
*ALL,Unweighted,Forces,12672,0.015850031740139627,0.02820823980014455,0.026992740598151373,0.020189012569047034,9.23292114622846,0.9995924037714868
*ALL,Unweighted,Stress,2178,347526.6879091839,0.5122620016754582,6633112.68527951,4.269743932955789,9.582804452465155e+16,-17.230713253012773
*ALL,Weighted,Combined,15213,0.01377175998100828,0.00033862085633528185,0.02601036915874412,9.690599508905794e-05,10.292192428316103,0.9999999906092281
*ALL,Weighted,Energy,363,0.023849656933614162,0.00012684179009111906,0.05401946354312019,0.00010841617355529556,1.0592711862595965,0.9999999882459333
*ALL,Weighted,Forces,12672,0.015850031740139627,0.02820823980014455,0.026992740598151373,0.020189012569047034,9.23292114622846,0.9995924037714868
*ALL,Weighted,Stress,2178,3.47526687909184e-07,0.5122620016754583,6.633112685279511e-06,4.26974393295579,9.582804452465156e-08,-17.230713253012777
Displaced_A15,CVTest_Unweight,Combined,0,,,,,0.0,
Displaced_A15,CVTest_Unweight,Energy,0,,,,,0.0,
Displaced_A15,CVTest_Unweight,Forces,0,,,,,0.0,
