-5.470565557479858398e-01 -5.483381152153015137e-01
-6.750237941741943359e-02 -1.512911915779113770e-01
-8.078224956989288330e-02 -3.573606908321380615e-02
-6.186203956604003906e-01 -5.036303997039794922e-01
-5.130856037139892578e-01 -5.143514275550842285e-01
4.800068736076354980e-01 4.520003199577331543e-01
-1.000478625297546387e+00 -9.453250169754028320e-01
1.382839083671569824e-01 2.001515775918960571e-01
4.323916435241699219e-01 4.934484064579010010e-01
3.733330965042114258e-02 4.194197803735733032e-02
-7.901078462600708008e-02 -2.173305153846740723e-01
1.532779932022094727e-01 1.817443817853927612e-01
3.821976780891418457e-01 5.894846320152282715e-01
-1.182174205780029297e+00 -1.023012757301330566e+00
2.874656319618225098e-01 2.060468792915344238e-01
1.837066411972045898e-01 2.772847115993499756e-01
1.332152128219604492e+00 1.225264549255371094e+00
-2.309305071830749512e-01 -3.870842754840850830e-01
5.587807297706604004e-02 1.533898860216140747e-01
1.208689212799072266e-01 2.186118066310882568e-01
-2.298637032508850098e-01 -1.467443108558654785e-01
-2.275825142860412598e-01 -3.156157135963439941e-01
5.003378391265869141e-01 6.101367473602294922e-01
5.128137469291687012e-01 4.504379928112030029e-01
-3.086651563644409180e-01 -4.107044339179992676e-01
-5.272711515426635742e-01 -4.179933071136474609e-01
1.168963670730590820e+00 1.052675724029541016e+00
2.448977231979370117e-01 3.075728416442871094e-01
2.259542346000671387e-01 1.672489196062088013e-01
4.181998968124389648e-01 5.827667713165283203e-01
-1.861690282821655273e-01 -1.580832302570343018e-01
-5.584195256233215332e-03 8.721743524074554443e-02
1.205829977989196777e-01 4.724733904004096985e-02
1.205156564712524414e+00 1.071864247322082520e+00
-1.190383732318878174e-01 -1.337516121566295624e-02
8.585402369499206543e-02 9.070590138435363770e-02
-3.745678663253784180e-01 -4.197038710117340088e-01
-1.150711774826049805e+00 -9.143625497817993164e-01
-5.580227375030517578e-01 -6.378126740455627441e-01
5.146265029907226562e-03 -3.831183910369873047e-02
1.654100656509399414e+00 1.438258767127990723e+00
3.221566677093505859e-01 3.947458267211914062e-01
4.456881284713745117e-01 2.421091645956039429e-01
-8.705790638923645020e-01 -8.463872075080871582e-01
-5.281909108161926270e-01 -5.556021332740783691e-01
9.883108139038085938e-01 9.640992283821105957e-01
-6.895894557237625122e-02 -1.373192816972732544e-01
3.112003207206726074e-01 1.317725926637649536e-01
5.283753871917724609e-01 5.444356799125671387e-01
-8.949899673461914062e-02 7.797626405954360962e-02
7.398959398269653320e-01 6.330165266990661621e-01
4.830691814422607422e-01 4.450753033161163330e-01
-3.004637360572814941e-01 -3.426702320575714111e-01
-4.329383373260498047e-01 -4.704342782497406006e-01
1.164270520210266113e+00 9.038970470428466797e-01
-1.630719006061553955e-01 -2.186303138732910156e-01
-3.920709490776062012e-01 -4.682664275169372559e-01
3.493469059467315674e-01 3.551748991012573242e-01
3.101412653923034668e-01 3.193204700946807861e-01
-3.061413764953613281e-01 -1.217518597841262817e-01
1.640280485153198242e-01 1.516520529985427856e-01
-1.634577512741088867e+00 -1.313745975494384766e+00
-8.766862750053405762e-01 -8.328275680541992188e-01
-4.682615101337432861e-01 -3.510795235633850098e-01
1.580882787704467773e+00 1.317281246185302734e+00
2.804796099662780762e-01 3.109670877456665039e-01
-7.466592788696289062e-01 -8.278365731239318848e-01
2.929104268550872803e-01 1.914314329624176025e-01
-2.725965380668640137e-01 -2.264156043529510498e-01
6.534510850906372070e-02 9.024710953235626221e-02
-1.348233222961425781e-01 -1.983105689287185669e-01
4.766632318496704102e-01 3.842213451862335205e-01
-4.873812198638916016e-01 -6.472574472427368164e-01
-2.331283688545227051e-01 -1.948730498552322388e-01
-9.401142597198486328e-01 -9.720919132232666016e-01
-4.410221576690673828e-01 -3.060583770275115967e-01
1.445858478546142578e-01 1.876607090234756470e-01
7.668250799179077148e-02 1.593854129314422607e-01
9.543961286544799805e-01 8.552580475807189941e-01
-5.632609128952026367e-03 -7.832421362400054932e-02
-5.950673818588256836e-01 -5.681590437889099121e-01
-1.576565623283386230e+00 -1.416084766387939453e+00
-1.703524589538574219e-01 -1.984918117523193359e-01
-3.489475250244140625e-01 -4.203786849975585938e-01
-3.078852593898773193e-01 -2.459540814161300659e-01
